|city|stars
8731|Avondale|1.5
8732|Tolleson|3.0
8733|Avondale|4.0
8734|Cave Creek|3.5
8735|Cave Creek|5.0
8736|Cave Creek|4.0
8737|Cave Creek|4.0
8738|Cave Creek|3.5
8739|Cave Creek|5.0
8740|Cave Creek|2.0
8741|Cave Creek|3.5
8742|Cave Creek|4.5
8743|Cave Creek|3.5
8744|Cave Creek|4.0
8745|Cave Creek|4.0
8746|Cave Creek|4.5
8747|Cave Creek|4.0
8748|Cave Creek|3.5
8749|Cave Creek|4.0
8750|Cave Creek|3.5
8751|Cave Creek|4.5
8752|Cave Creek|3.0
8753|Cave Creek|4.5
8754|Cave Creek|5.0
8755|Cave Creek|3.5
8756|Cave Creek|4.5
8757|Cave Creek|4.0
8758|Cave Creek|2.5
8759|Cave Creek|5.0
8760|Cave Creek|4.0
8761|Cave Creek|4.5
8762|Cave Creek|3.0
8763|Cave Creek|4.0
8764|Cave Creek|3.5
8765|Cave Creek|2.5
8766|Cave Creek|4.0
8767|Cave Creek|3.0
8768|Cave Creek|3.5
8769|Cave Creek|5.0
8770|Cave Creek|5.0
8771|Carefree|5.0
8772|Cave Creek|5.0
8773|Cave Creek|4.5
8774|Cave Creek|4.0
8775|Scottsdale|3.0
8776|Cave Creek|4.0
8777|Cave Creek|5.0
8778|El Mirage|2.5
8779|Scottsdale|2.5
8780|El Mirage|4.0
8781|El Mirage|3.0
8782|El Mirage|4.0
8783|Gila Bend|4.0
8784|Gila Bend|2.5
8785|Gila Bend|4.5
8786|Gila Bend|3.5
8787|Gila Bend|4.0
8788|Gila Bend|3.5
8789|Gila Bend|3.0
8790|Gila Bend|1.5
8791|Gila Bend|4.0
8792|Laveen|2.5
8793|Laveen|3.5
8794|Phoenix|5.0
8795|Peoria|5.0
8796|Peoria|5.0
8797|Glendale|3.5
8798|Litchfield Park|5.0
8799|Peoria|4.0
8800|Peoria|2.5
8801|Peoria|2.5
8802|Peoria|4.0
8803|Peoria|3.0
8804|Glendale|3.5
8805|Peoria|2.0
8806|Peoria|3.5
8807|Peoria|3.0
8808|Glendale|3.5
8809|Peoria|2.0
8810|Peoria|2.5
8811|Peoria|3.0
8812|Surprise|3.5
8813|Peoria|4.0
8814|Peoria|4.0
8815|Peoria|5.0
8816|Peoria|2.5
8817|Peoria|4.5
8818|Peoria|1.5
8819|Peoria|5.0
8820|Peoria|3.0
8821|Peoria|4.0
8822|Peoria|4.0
8823|Peoria|3.5
8824|Glendale|4.5
8825|Glendale|2.5
8826|Peoria|2.5
8827|Peoria|2.5
8828|Peoria|2.5
8829|Peoria|3.5
8830|Peoria|4.5
8831|Peoria|3.0
8832|Peoria|3.0
8833|Peoria|3.5
8834|Glendale|2.0
8835|Peoria|4.0
8836|Peoria|2.5
8837|Youngtown|5.0
8838|Peoria|3.5
8839|Glendale|4.0
8840|Peoria|4.0
8841|Peoria|4.5
8842|Peoria|4.5
8843|Peoria|5.0
8844|Peoria|4.5
8845|Peoria|4.0
8846|Peoria|1.5
8847|Peoria|3.5
8848|Peoria|3.5
8849|Peoria|2.5
8850|Peoria|2.0
8851|Peoria|5.0
8852|Peoria|2.0
8853|Peoria|4.0
8854|Peoria|4.0
8855|Sun City|3.5
8856|Sun City|2.0
8857|Sun City|3.5
8858|Sun City|4.5
8859|Sun City|3.5
8860|Sun City|4.0
8861|Sun City|3.0
8862|Chandler|2.5
8863|Sun City|5.0
8864|Sun City|2.5
8865|Sun City|5.0
8866|Sun City|5.0
8867|Sun City|4.0
8868|Sun City|3.5
8869|Sun City|4.5
8870|Sun City|3.5
8871|Sun City|3.5
8872|Sun City|2.5
8873|Sun City|2.5
8874|Youngtown|3.0
8875|Sun City|4.5
8876|Sun City|5.0
8877|Sun City|5.0
8878|Sun City|2.5
8879|Sun City|2.5
8880|Sun City|3.5
8881|Sun City|3.5
8882|Sun City|1.5
8883|Sun City|3.0
8884|Sun City|4.0
8885|Surprise|3.0
8886|Sun City|1.0
8887|Sun City|4.5
8888|Sun City|2.0
8889|Tolleson|4.0
8890|Tolleson|2.5
8891|Tolleson|1.5
8892|Tolleson|4.0
8893|Avondale|3.5
8894|Tolleson|3.5
8895|Tolleson|5.0
8896|Tolleson|1.0
8897|Tolleson|2.5
8898|Tolleson|3.0
8899|Tolleson|1.5
8900|Youngtown|2.0
8901|Youngtown|2.5
8902|Youngtown|5.0
8903|Sun City|4.5
8904|Sun City|5.0
8905|Sun City West|3.5
8906|Sun City West|4.5
8907|Sun City West|3.0
8908|Sun City West|3.0
8909|Sun City West|3.5
8910|Sun City West|3.5
8911|Sun City West|3.0
8912|Sun City West|3.5
8913|Sun City West|4.5
8914|Sun City West|2.5
8915|Sun City West|4.5
8916|Surprise|4.0
8917|Carefree|3.0
8918|Scottsdale|3.5
8919|Carefree|5.0
8920|Carefree|5.0
8921|Carefree|4.5
8922|Carefree|3.0
8923|Carefree|3.0
8924|Carefree|3.5
8925|Carefree|4.0
8926|Carefree|1.0
8927|Carefree|5.0
8928|Carefree|4.5
8929|Peoria|3.5
8930|Peoria|3.5
8931|Peoria|2.5
8932|Peoria|3.5
8933|Peoria|4.0
8934|Peoria|3.5
8935|Peoria|2.5
8936|Peoria|4.0
8937|Peoria|4.0
8938|Peoria|4.0
8939|Peoria|2.5
8940|Peoria|5.0
8941|Peoria|3.0
8942|Peoria|3.0
8943|Peoria|2.0
8944|Peoria|3.5
8945|Peoria|1.0
8946|Peoria|4.0
8947|Glendale|5.0
8948|Peoria|3.5
8949|Peoria|3.5
8950|Peoria|2.5
8951|Peoria|3.0
8952|Peoria|4.0
8953|Peoria|3.0
8954|Peoria|3.5
8955|Phoenix|3.5
8956|Peoria|4.5
8957|Surprise|3.5
8958|Scottsdale|2.5
8959|Las Vegas|4.5
8960|Boulder City|3.0
8961|Boulder City|3.0
8962|Boulder City|3.5
8963|Boulder City|4.0
8964|Boulder City|5.0
8965|Boulder City|4.0
8966|Boulder City|5.0
8967|Boulder City|4.5
8968|Las Vegas|3.5
8969|Las Vegas|1.5
8970|Henderson|3.0
8971|Henderson|4.5
8972|Henderson|4.0
8973|Henderson|3.5
8974|Henderson|3.5
8975|Henderson|3.5
8976|Henderson|1.5
8977|Henderson|3.5
8978|Henderson|3.0
8979|Henderson|3.5
8980|Henderson|3.0
8981|Henderson|4.0
8982|Henderson|3.0
8983|Henderson|2.0
8984|Henderson|3.0
8985|Henderson|3.5
8986|Henderson|4.0
8987|Henderson|2.5
8988|Henderson|3.5
8989|Henderson|1.5
8990|Henderson|2.5
8991|Henderson|2.5
8992|Henderson|1.5
8993|Henderson|2.5
8994|Henderson|4.5
8995|Henderson|4.0
8996|Henderson|3.5
8997|Henderson|4.0
8998|Henderson|3.0
8999|Henderson|5.0
9000|Henderson|4.0
9001|Henderson|3.5
9002|Henderson|3.5
9003|Henderson|4.0
9004|Henderson|3.0
9005|Henderson|4.5
9006|Las Vegas|4.0
9007|Henderson|4.0
9008|Henderson|2.5
9009|Henderson|2.5
9010|Henderson|2.5
9011|Henderson|2.5
9012|Henderson|4.5
9013|Henderson|4.0
9014|Henderson|3.5
9015|Henderson|4.0
9016|Henderson|5.0
9017|Henderson|3.0
9018|Henderson|5.0
9019|Henderson|2.5
9020|Henderson|5.0
9021|Henderson|2.5
9022|Henderson|2.5
9023|Henderson|5.0
9024|Henderson|5.0
9025|Henderson|4.0
9026|Henderson|3.5
9027|Henderson|3.0
9028|Las Vegas|2.5
9029|Henderson|4.5
9030|Henderson|4.5
9031|Henderson|2.5
9032|Henderson|5.0
9033|Henderson|4.5
9034|Las Vegas|2.0
9035|Henderson|4.0
9036|Henderson|2.5
9037|Henderson|2.5
9038|Henderson|3.0
9039|Henderson|4.0
9040|Henderson|4.0
9041|Henderson|3.0
9042|Henderson|2.5
9043|Henderson|3.0
9044|Henderson|3.5
9045|Henderson|5.0
9046|Henderson|3.5
9047|Henderson|3.5
9048|Henderson|4.0
9049|Henderson|3.0
9050|Henderson|5.0
9051|Henderson|5.0
9052|Henderson|2.5
9053|Henderson|3.0
9054|Henderson|5.0
9055|Henderson|2.0
9056|Henderson|3.0
9057|Henderson|3.5
9058|Henderson|4.0
9059|Henderson|4.0
9060|Henderson|1.5
9061|Henderson|3.5
9062|Henderson|3.5
9063|Henderson|4.0
9064|Henderson|4.0
9065|Henderson|2.5
9066|Henderson|4.0
9067|Henderson|3.5
9068|Henderson|3.0
9069|Henderson|4.0
9070|Henderson|4.5
9071|Henderson|4.5
9072|Henderson|4.0
9073|Henderson|3.5
9074|Henderson|2.5
9075|Henderson|3.0
9076|Henderson|1.5
9077|Henderson|2.5
9078|Henderson|3.0
9079|Henderson|2.0
9080|Henderson|1.0
9081|Henderson|2.5
9082|Henderson|3.5
9083|Las Vegas|5.0
9084|Las Vegas|4.0
9085|Las Vegas|2.5
9086|Las Vegas|4.5
9087|Las Vegas|1.5
9088|North Las Vegas|3.0
9089|North Las Vegas|3.0
9090|North Las Vegas|2.5
9091|N Las Vegas|3.5
9092|North Las Vegas|3.0
9093|North Las Vegas|4.5
9094|North Las Vegas|4.0
9095|North Las Vegas|2.5
9096|North Las Vegas|2.5
9097|Las Vegas|2.0
9098|Las Vegas|5.0
9099|Las Vegas|4.0
9100|Las Vegas|4.5
9101|Las Vegas|3.5
9102|Las Vegas|4.0
9103|Las Vegas|3.5
9104|Las Vegas|3.5
9105|Las Vegas|3.5
9106|Las Vegas|3.5
9107|Las Vegas|3.0
9108|Henderson|5.0
9109|Las Vegas|3.5
9110|Las Vegas|2.5
9111|Las Vegas|1.5
9112|Las Vegas|3.0
9113|Las Vegas|5.0
9114|Las Vegas|4.5
9115|Las Vegas|4.0
9116|Las Vegas|2.0
9117|Las Vegas|4.5
9118|Las Vegas|4.0
9119|Las Vegas|2.0
9120|Las Vegas|2.5
9121|Las Vegas|3.5
9122|Las Vegas|1.0
9123|Las Vegas|3.5
9124|Las Vegas|3.0
9125|Las Vegas|2.0
9126|Las Vegas|3.0
9127|Las Vegas|5.0
9128|Las Vegas|3.5
9129|Las Vegas|4.0
9130|Las Vegas|5.0
9131|Las Vegas|3.5
9132|Las Vegas|3.0
9133|Las Vegas|4.0
9134|Las Vegas|3.0
9135|Las Vegas|3.5
9136|Las Vegas|4.0
9137|Las Vegas|5.0
9138|Las Vegas|4.0
9139|Las Vegas|3.5
9140|Las Vegas|3.0
9141|Las Vegas|4.5
9142|Las Vegas|3.5
9143|Las Vegas|1.5
9144|Las Vegas|3.5
9145|Las Vegas|1.5
9146|Las Vegas|3.5
9147|Las Vegas|5.0
9148|Las Vegas|2.5
9149|Las Vegas|4.5
9150|Las Vegas|4.0
9151|Las Vegas|3.5
9152|Las Vegas|3.5
9153|Las Vegas|4.5
9154|Las Vegas|4.5
9155|Las Vegas|3.0
9156|Las Vegas|5.0
9157|Las Vegas|2.5
9158|Las Vegas|4.0
9159|Las Vegas|3.0
9160|Las Vegas|2.0
9161|Las Vegas|3.0
9162|Las Vegas|3.5
9163|Las Vegas|3.5
9164|Las Vegas|3.0
9165|Las Vegas|4.5
9166|Las Vegas|5.0
9167|Las Vegas|4.0
9168|Las Vegas|3.5
9169|Las Vegas|4.0
9170|Las Vegas|4.5
9171|Las Vegas|5.0
9172|Las Vegas|3.5
9173|Las Vegas|4.5
9174|Las Vegas|4.0
9175|Las Vegas|4.0
9176|Las Vegas|4.0
9177|Las Vegas|3.0
9178|Las Vegas|5.0
9179|Las Vegas|4.0
9180|Las Vegas|4.5
9181|Las Vegas|1.0
9182|Las Vegas|4.0
9183|Henderson|4.0
9184|Henderson|4.0
9185|Henderson|3.5
9186|Henderson|4.0
9187|Las Vegas|3.5
9188|Las Vegas|3.0
9189|Las Vegas|2.5
9190|Las Vegas|4.5
9191|Las Vegas|3.0
9192|Las Vegas|2.5
9193|Las Vegas|2.5
9194|Las Vegas|4.5
9195|Las Vegas|4.0
9196|Las Vegas|4.0
9197|Las Vegas|3.0
9198|Las Vegas|3.0
9199|Las Vegas|1.5
9200|Las Vegas|4.0
9201|Las Vegas|4.5
9202|Las Vegas|3.5
9203|Las Vegas|3.0
9204|Las Vegas|5.0
9205|Las Vegas|2.5
9206|Las Vegas|3.0
9207|Las Vegas|4.5
9208|Las Vegas|4.0
9209|Las Vegas|3.5
9210|Las Vegas|1.5
9211|Las Vegas|4.5
9212|Henderson|5.0
9213|Las Vegas|4.5
9214|Las Vegas|1.5
9215|Las Vegas|4.0
9216|Las Vegas|2.5
9217|Las Vegas|4.0
9218|Las Vegas|4.0
9219|Las Vegas|3.5
9220|Las Vegas|2.0
9221|Las Vegas|5.0
9222|Las Vegas|4.0
9223|Las Vegas|4.0
9224|Las Vegas|3.0
9225|Las Vegas|4.5
9226|Las Vegas|4.0
9227|Las Vegas|3.5
9228|Las Vegas|2.0
9229|Las Vegas|3.5
9230|Las Vegas|4.0
9231|Las Vegas|3.5
9232|Las Vegas|5.0
9233|Las Vegas|4.5
9234|Las Vegas|2.5
9235|Las Vegas|2.5
9236|Las Vegas|4.0
9237|Las Vegas|5.0
9238|Las Vegas|3.5
9239|Las Vegas|3.5
9240|Las Vegas|3.0
9241|Las Vegas|3.5
9242|Las Vegas|4.0
9243|Las Vegas|2.5
9244|Las Vegas|5.0
9245|Henderson|4.5
9246|Las Vegas|5.0
9247|Las Vegas|3.5
9248|Las Vegas|2.5
9249|Las Vegas|4.0
9250|Las Vegas|4.0
9251|Las Vegas|3.0
9252|Las Vegas|4.5
9253|Las Vegas|4.5
9254|Las Vegas|4.5
9255|Las Vegas|4.0
9256|Las Vegas|2.5
9257|Las Vegas|5.0
9258|Las Vegas|4.5
9259|Las Vegas|3.5
9260|Las Vegas|2.5
9261|Las Vegas|1.0
9262|Las Vegas|5.0
9263|Las Vegas|4.0
9264|Las Vegas|2.0
9265|Las Vegas|4.0
9266|Las Vegas|3.0
9267|Las Vegas|3.5
9268|Las Vegas|4.0
9269|Las Vegas|4.0
9270|Las Vegas|4.5
9271|Las Vegas|3.5
9272|Las Vegas|3.5
9273|Las Vegas|3.0
9274|Las Vegas|3.0
9275|Las Vegas|3.5
9276|Las Vegas|4.0
9277|Las Vegas|4.0
9278|Las Vegas|4.5
9279|Las Vegas|5.0
9280|Las Vegas|5.0
9281|Las Vegas|4.5
9282|Las Vegas|4.0
9283|Las Vegas|3.0
9284|Las Vegas|4.5
9285|Las Vegas|3.5
9286|Las Vegas|3.0
9287|Las Vegas|3.5
9288|Las Vegas|3.0
9289|Las Vegas|2.5
9290|Las Vegas|4.0
9291|Las Vegas|5.0
9292|Las Vegas|2.0
9293|Las Vegas|3.5
9294|Las Vegas|2.5
9295|Las Vegas|3.0
9296|Las Vegas|4.5
9297|Las Vegas|4.5
9298|Las Vegas|4.0
9299|Las Vegas|4.0
9300|Las Vegas|4.0
9301|Las Vegas|2.0
9302|Las Vegas|5.0
9303|Las Vegas|3.0
9304|Las Vegas|3.5
9305|Las Vegas|4.0
9306|Las Vegas|3.0
9307|Las Vegas|3.5
9308|Las Vegas|4.5
9309|Las Vegas|3.5
9310|Las Vegas|4.0
9311|Las Vegas|2.5
9312|Las Vegas|3.5
9313|Las Vegas|4.0
9314|Las Vegas|2.5
9315|Las Vegas|4.5
9316|Las Vegas|2.0
9317|Las Vegas|4.0
9318|Las Vegas|2.5
9319|Las Vegas|4.0
9320|Las Vegas|3.0
9321|Las Vegas|3.0
9322|Las Vegas|4.0
9323|Las Vegas|3.5
9324|Las Vegas|5.0
9325|Las Vegas|2.5
9326|Las Vegas|1.5
9327|Las Vegas|2.5
9328|Las Vegas|4.5
9329|Las Vegas|3.5
9330|Las Vegas|2.0
9331|Las Vegas|3.0
9332|Las Vegas|4.5
9333|Las Vegas|2.0
9334|Las Vegas|4.5
9335|Las Vegas|3.0
9336|Las Vegas|3.0
9337|Las Vegas|1.0
9338|Las Vegas|3.0
9339|Las Vegas|3.0
9340|Las Vegas|3.5
9341|Las Vegas|3.5
9342|Las Vegas|2.0
9343|Las Vegas|3.5
9344|Las Vegas|3.5
9345|Las Vegas|2.0
9346|Las Vegas|3.5
9347|Las Vegas|4.0
9348|Las Vegas|4.0
9349|Las Vegas|3.0
9350|Las Vegas|3.5
9351|Las Vegas|2.5
9352|Las Vegas|3.5
9353|Las Vegas|3.0
9354|Las Vegas|2.5
9355|Las Vegas|2.5
9356|Las Vegas|4.0
9357|Las Vegas|2.5
9358|Las Vegas|4.0
9359|Las Vegas|3.0
9360|Las Vegas|5.0
9361|Las Vegas|4.0
9362|Las Vegas|2.5
9363|Las Vegas|3.5
9364|Las Vegas|2.5
9365|Las Vegas|4.0
9366|Las Vegas|1.5
9367|Las Vegas|3.0
9368|Las Vegas|4.5
9369|Las Vegas|3.5
9370|Las Vegas|2.0
9371|Las Vegas|2.5
9372|Las Vegas|3.5
9373|Las Vegas|3.5
9374|Las Vegas|3.0
9375|Las Vegas|4.5
9376|Las Vegas|3.5
9377|Las Vegas|3.5
9378|Las Vegas|4.0
9379|Las Vegas|2.5
9380|Las Vegas|3.0
9381|Las Vegas|2.5
9382|Las Vegas|3.5
9383|Las Vegas|2.5
9384|Las Vegas|4.0
9385|Las Vegas|1.0
9386|Las Vegas|3.5
9387|Henderson|4.0
9388|Las Vegas|2.5
9389|Las Vegas|4.0
9390|Las Vegas|3.5
9391|Las Vegas|2.5
9392|Las Vegas|5.0
9393|Las Vegas|4.0
9394|Las Vegas|4.5
9395|Las Vegas|1.0
9396|Las Vegas|3.5
9397|Las Vegas|4.0
9398|Las Vegas|4.0
9399|Las Vegas|4.0
9400|Las Vegas|3.0
9401|Las Vegas|4.5
9402|Las Vegas|3.0
9403|Las Vegas|4.0
9404|Las Vegas|1.5
9405|Las Vegas|2.0
9406|Las Vegas|4.5
9407|Las Vegas|2.0
9408|Las Vegas|3.0
9409|Las Vegas|3.0
9410|Las Vegas|4.0
9411|Las Vegas|3.0
9412|Las Vegas|3.5
9413|Las Vegas|3.0
9414|Las Vegas|5.0
9415|Las Vegas|4.0
9416|Las Vegas|3.5
9417|Las Vegas|3.0
9418|Las Vegas|4.0
9419|Las Vegas|2.0
9420|Las Vegas|3.0
9421|Las Vegas|3.5
9422|Las Vegas|3.0
9423|Las Vegas|2.5
9424|Las Vegas|2.5
9425|Las Vegas|3.0
9426|Las Vegas|4.0
9427|Las Vegas|3.0
9428|Las Vegas|3.0
9429|Las Vegas|2.5
9430|Las Vegas|4.0
9431|Las Vegas|3.5
9432|Las Vegas|1.0
9433|Las Vegas|2.0
9434|Las Vegas|3.0
9435|Las Vegas|4.5
9436|Las Vegas|2.0
9437|Las Vegas|3.0
9438|Las Vegas|3.0
9439|Las Vegas|3.5
9440|Las Vegas|3.5
9441|Las Vegas|4.0
9442|Las Vegas|3.5
9443|Las Vegas|3.5
9444|Las Vegas|4.5
9445|Las Vegas|4.0
9446|Las Vegas|2.5
9447|Las Vegas|3.5
9448|Las Vegas|2.0
9449|Las Vegas|4.0
9450|Las Vegas|3.5
9451|Las Vegas|2.5
9452|Las Vegas|2.5
9453|Las Vegas|4.0
9454|Las Vegas|3.0
9455|Las Vegas|4.5
9456|Las Vegas|3.5
9457|Las Vegas|3.5
9458|Las Vegas|3.0
9459|Las Vegas|3.5
9460|Las Vegas|2.5
9461|Las Vegas|4.0
9462|Las Vegas|2.5
9463|Las Vegas|4.5
9464|Las Vegas|5.0
9465|Las Vegas|3.0
9466|Las Vegas|2.5
9467|Las Vegas|4.5
9468|Las Vegas|4.0
9469|Las Vegas|3.0
9470|Las Vegas|2.5
9471|Las Vegas|4.5
9472|Las Vegas|2.5
9473|Las Vegas|3.0
9474|Las Vegas|3.5
9475|Las Vegas|4.0
9476|Las Vegas|2.5
9477|Las Vegas|4.0
9478|Las Vegas|2.5
9479|Las Vegas|3.5
9480|Las Vegas|4.0
9481|Las Vegas|4.5
9482|Las Vegas|4.5
9483|Las Vegas|4.0
9484|Las Vegas|4.5
9485|Las Vegas|4.0
9486|Las Vegas|2.5
9487|Las Vegas|5.0
9488|Las Vegas|3.0
9489|Las Vegas|3.5
9490|Las Vegas|3.5
9491|Las Vegas|3.0
9492|Las Vegas|4.0
9493|Las Vegas|4.0
9494|Las Vegas|3.5
9495|Las Vegas|3.0
9496|Las Vegas|4.0
9497|Las Vegas|3.0
9498|Las Vegas|3.5
9499|Las Vegas|3.5
9500|Las Vegas|4.0
9501|Las Vegas|4.5
9502|Las Vegas|3.5
9503|Las Vegas|3.5
9504|Las Vegas|4.5
9505|Las Vegas|3.5
9506|Las Vegas|3.5
9507|Las Vegas|4.0
9508|Las Vegas|4.5
9509|Las Vegas|4.0
9510|Las Vegas|3.5
9511|Las Vegas|3.5
9512|Las Vegas|4.5
9513|Las Vegas|2.5
9514|Las Vegas|2.0
9515|Las Vegas|4.0
9516|Las Vegas|3.0
9517|Las Vegas|3.5
9518|Las Vegas|4.0
9519|Las Vegas|2.0
9520|Las Vegas|2.0
9521|Las Vegas|4.5
9522|Las Vegas|5.0
9523|Las Vegas|3.5
9524|Las Vegas|3.0
9525|Las Vegas|4.5
9526|Las Vegas|4.0
9527|Las Vegas|4.5
9528|Las Vegas|4.5
9529|Las Vegas|2.5
9530|Las Vegas|4.0
9531|Las Vegas|2.5
9532|Las Vegas|3.5
9533|Las Vegas|4.5
9534|Las Vegas|4.5
9535|Las Vegas|2.5
9536|Las Vegas|3.5
9537|Las Vegas|3.5
9538|Las Vegas|2.5
9539|Las Vegas|3.0
9540|Las Vegas|1.5
9541|Las Vegas|3.5
9542|Las Vegas|2.0
9543|Las Vegas|3.5
9544|Las Vegas|4.0
9545|Las Vegas|4.5
9546|Las Vegas|3.5
9547|Las Vegas|4.0
9548|Las Vegas|5.0
9549|Las Vegas|3.5
9550|Las Vegas|2.0
9551|Las Vegas|3.0
9552|Las Vegas|5.0
9553|Las Vegas|5.0
9554|Las Vegas|5.0
9555|Las Vegas|4.5
9556|Las Vegas|5.0
9557|Las Vegas|4.5
9558|Las Vegas|3.5
9559|Las Vegas|3.5
9560|Las Vegas|4.0
9561|Las Vegas|4.0
9562|Las Vegas|1.5
9563|Las Vegas|4.5
9564|Las Vegas|4.5
9565|Las Vegas|3.0
9566|Las Vegas|4.0
9567|Las Vegas|4.0
9568|Las Vegas|4.0
9569|Las Vegas|4.5
9570|Las Vegas|3.5
9571|Las Vegas|3.0
9572|Las Vegas|3.5
9573|Las Vegas|3.0
9574|Las Vegas|4.0
9575|Las Vegas|3.5
9576|Las Vegas|2.5
9577|Las Vegas|5.0
9578|Las Vegas|4.5
9579|Las Vegas|4.0
9580|Las Vegas|5.0
9581|Las Vegas|4.5
9582|Las Vegas|3.5
9583|Las Vegas|3.5
9584|Las Vegas|4.5
9585|Las Vegas|4.5
9586|Las Vegas|4.5
9587|Las Vegas|4.0
9588|Las Vegas|3.0
9589|Las Vegas|4.0
9590|Las Vegas|2.0
9591|Las Vegas|3.0
9592|Las Vegas|3.0
9593|Las Vegas|4.0
9594|Las Vegas|4.0
9595|Las Vegas|3.5
9596|Las Vegas|3.0
9597|Las Vegas|4.0
9598|Las Vegas|4.0
9599|Las Vegas|3.0
9600|Las Vegas|3.0
9601|Las Vegas|4.5
9602|Las Vegas|3.5
9603|Las Vegas|4.0
9604|Las Vegas|3.5
9605|Las Vegas|5.0
9606|Las Vegas|4.0
9607|Las Vegas|3.0
9608|Las Vegas|4.5
9609|Las Vegas|3.5
9610|Las Vegas|4.0
9611|Las Vegas|3.0
9612|Las Vegas|3.5
9613|Las Vegas|4.5
9614|Las Vegas|3.5
9615|Las Vegas|4.0
9616|Las Vegas|4.0
9617|Las Vegas|2.5
9618|Las Vegas|3.0
9619|Las Vegas|2.0
9620|Las Vegas|2.5
9621|Las Vegas|3.5
9622|Las Vegas|3.5
9623|Las Vegas|3.5
9624|Las Vegas|2.5
9625|Las Vegas|5.0
9626|Las Vegas|2.0
9627|Las Vegas|4.5
9628|Las Vegas|4.5
9629|Las Vegas|3.5
9630|Las Vegas|3.0
9631|Las Vegas|3.5
9632|Las Vegas|4.5
9633|Las Vegas|3.0
9634|Las Vegas|3.5
9635|Las Vegas|4.0
9636|Las Vegas|2.5
9637|Las Vegas|4.0
9638|Las Vegas|3.5
9639|Las Vegas|4.0
9640|Las Vegas|3.0
9641|Las Vegas|3.5
9642|Las Vegas|4.5
9643|Las Vegas|3.5
9644|Las Vegas|3.5
9645|Las Vegas|4.0
9646|Las Vegas|3.5
9647|Las Vegas|3.5
9648|Las Vegas|3.0
9649|Las Vegas|3.0
9650|Las Vegas|4.5
9651|Las Vegas|4.0
9652|Las Vegas|3.5
9653|Las Vegas|1.5
9654|Las Vegas|3.5
9655|Las Vegas|4.5
9656|Las Vegas|4.0
9657|Las Vegas|4.5
9658|Las Vegas|3.5
9659|Las Vegas|4.0
9660|Las Vegas|2.5
9661|Las Vegas|4.0
9662|Las Vegas|4.5
9663|Las Vegas|4.5
9664|Las Vegas|3.0
9665|Las Vegas|3.5
9666|Las Vegas|5.0
9667|Las Vegas|4.5
9668|North Las Vegas|3.0
9669|Las Vegas|2.5
9670|Las Vegas|2.0
9671|Las Vegas|3.0
9672|Las Vegas|2.5
9673|Las Vegas|3.0
9674|Las Vegas|2.5
9675|Las Vegas|4.0
9676|Las Vegas|3.5
9677|Las Vegas|3.5
9678|Las Vegas|4.5
9679|Las Vegas|3.0
9680|Las Vegas|3.5
9681|Las Vegas|4.5
9682|Las Vegas|3.0
9683|Las Vegas|2.5
9684|Las Vegas|3.0
9685|Las Vegas|4.0
9686|Las Vegas|4.0
9687|Las Vegas|4.5
9688|Las Vegas|3.5
9689|Las Vegas|2.5
9690|Las Vegas|3.5
9691|Las Vegas|3.5
9692|Las Vegas|4.0
9693|Las Vegas|3.5
9694|Las Vegas|2.5
9695|Las Vegas|3.5
9696|Las Vegas|5.0
9697|Las Vegas|3.5
9698|Las Vegas|4.0
9699|Las Vegas|3.0
9700|Las Vegas|4.0
9701|Las Vegas|3.0
9702|Las Vegas|2.5
9703|Las Vegas|4.0
9704|Las Vegas|3.5
9705|Las Vegas|2.5
9706|Las Vegas|4.5
9707|Las Vegas|3.5
9708|Las Vegas|4.5
9709|Las Vegas|4.5
9710|Las Vegas|3.0
9711|Las Vegas|2.5
9712|Las Vegas|4.0
9713|Las Vegas|3.0
9714|Las Vegas|4.0
9715|Las Vegas|3.0
9716|Las Vegas|3.5
9717|Las Vegas|3.5
9718|Las Vegas|4.0
9719|Las Vegas|3.5
9720|Las Vegas|3.5
9721|Las Vegas|3.5
9722|Las Vegas|4.0
9723|Las Vegas|2.5
9724|Las Vegas|3.5
9725|Las Vegas|3.0
9726|Las Vegas|3.5
9727|Las Vegas|4.0
9728|Las Vegas|3.5
9729|Las Vegas|3.0
9730|Las Vegas|3.5
9731|Las Vegas|4.0
9732|Las Vegas|4.5
9733|Las Vegas|2.5
9734|Las Vegas|3.5
9735|Las Vegas|4.5
9736|Las Vegas|4.0
9737|Las Vegas|3.5
9738|Las Vegas|1.5
9739|Las Vegas|5.0
9740|Las Vegas|3.0
9741|Las Vegas|3.5
9742|Las Vegas|3.5
9743|Las Vegas|2.0
9744|Las Vegas|3.0
9745|Las Vegas|4.5
9746|Las Vegas|3.5
9747|Las Vegas|3.5
9748|Las Vegas|5.0
9749|Las Vegas|3.0
9750|Las Vegas|3.0
9751|Las Vegas|3.5
9752|Las Vegas|3.0
9753|Las Vegas|3.5
9754|Las Vegas|1.0
9755|Las Vegas|3.5
9756|Las Vegas|3.5
9757|Las Vegas|3.5
9758|Las Vegas|2.5
9759|Las Vegas|2.0
9760|Las Vegas|4.0
9761|Las Vegas|2.0
9762|Las Vegas|4.5
9763|Las Vegas|4.0
9764|Las Vegas|1.5
9765|Las Vegas|4.0
9766|Las Vegas|3.5
9767|Las Vegas|3.5
9768|Las Vegas|4.5
