|city|stars|longitude|latitude
9669|Las Vegas|2.5|-115.176223755|36.119052887
9670|Las Vegas|2.0|-115.176621|36.097113
9671|Las Vegas|3.0|-115.1735161|36.1030009
9672|Las Vegas|2.5|-115.167501|36.099809
9673|Las Vegas|3.0|-115.1725842|36.1085455
9674|Las Vegas|2.5|-115.146372|36.124423
9675|Las Vegas|4.0|-115.174246462|36.1025151806
9676|Las Vegas|3.5|-115.1735187|36.1030101
9677|Las Vegas|3.5|-115.1729242|36.1025779
9678|Las Vegas|4.5|-115.146372|36.124423
9679|Las Vegas|3.0|-115.168028|36.1276112
9680|Las Vegas|3.5|-115.1725201|36.1100794
9681|Las Vegas|4.5|-115.1730081|36.1282071
9682|Las Vegas|3.0|-115.1549659|36.1195158
9683|Las Vegas|2.5|-115.14491|36.121559
9684|Las Vegas|3.0|-115.1542912|36.1187281
9685|Las Vegas|4.0|-115.160451|36.131931
9686|Las Vegas|4.0|-115.155087|36.129981
9687|Las Vegas|4.5|-115.146372|36.124423
9688|Las Vegas|3.5|-115.146372|36.124423
9689|Las Vegas|2.5|-115.1730752|36.1231538
9690|Las Vegas|3.5|-115.1703564|36.1240236
9691|Las Vegas|3.5|-115.174042043|36.1213605528
9692|Las Vegas|4.0|-115.1729332|36.1177804
9693|Las Vegas|3.5|-115.154442|36.113373
9694|Las Vegas|2.5|-115.161097|36.130159
9695|Las Vegas|3.5|-115.1501752|36.1212352
9696|Las Vegas|5.0|-115.172596|36.138844
9697|Las Vegas|3.5|-115.1618812|36.1313014
9698|Las Vegas|4.0|-115.14491|36.121559
9699|Las Vegas|3.0|-115.1727107|36.1094088
9700|Las Vegas|4.0|-115.152727|36.11516
9701|Las Vegas|3.0|-115.1638573|36.112066
9702|Las Vegas|2.5|-115.1727107|36.1094088
9703|Las Vegas|4.0|-115.164611|36.137041
9704|Las Vegas|3.5|-115.167443434|36.1026160756
9705|Las Vegas|2.5|-115.1729242|36.1025779
9706|Las Vegas|4.5|-115.1552788|36.1180678
9707|Las Vegas|3.5|-115.1696112|36.1214517
9708|Las Vegas|4.5|-115.146331787|36.1220688774
9709|Las Vegas|4.5|-115.119863|36.130178
9710|Las Vegas|3.0|-115.1560042|36.1074947
9711|Las Vegas|2.5|-115.1559363|36.10788
9712|Las Vegas|4.0|-115.151852|36.121237
9713|Las Vegas|3.0|-115.17135|36.135076
9714|Las Vegas|4.0|-115.1612764|36.1147119
9715|Las Vegas|3.0|-115.1766881|36.1174528
9716|Las Vegas|3.5|-115.1370781|36.1249187
9717|Las Vegas|3.5|-115.13762|36.135893
9718|Las Vegas|4.0|-115.1761671|36.1268574
9719|Las Vegas|3.5|-115.167985|36.107368
9720|Las Vegas|3.5|-115.1725943|36.099777
9721|Las Vegas|3.5|-115.149765015|36.1240101171
9722|Las Vegas|4.0|-115.1543475|36.1160497
9723|Las Vegas|2.5|-115.1615956|36.1374016
9724|Las Vegas|3.5|-115.157487|36.115068
9725|Las Vegas|3.0|-115.1655364|36.1152568
9726|Las Vegas|3.5|-115.1723638|36.1031723
9727|Las Vegas|4.0|-115.172828477|36.1283988725
9728|Las Vegas|3.5|-115.1727107|36.1094088
9729|Las Vegas|3.0|-115.152062|36.114952
9730|Las Vegas|3.5|-115.1727107|36.1094088
9731|Las Vegas|4.0|-115.146372|36.124423
9732|Las Vegas|4.5|-115.160451|36.131931
9733|Las Vegas|2.5|-115.1693962|36.1033743
9734|Las Vegas|3.5|-115.16816422|36.1083080499
9735|Las Vegas|4.5|-115.1729418|36.1183949
9736|Las Vegas|4.0|-115.1726202|36.1183787
9737|Las Vegas|3.5|-115.137903|36.13884
9738|Las Vegas|1.5|-115.169334412|36.1270605395
9739|Las Vegas|5.0|-115.1727107|36.1094088
9740|Las Vegas|3.0|-115.1383049|36.1299345
9741|Las Vegas|3.5|-115.1729418|36.1183949
9742|Las Vegas|3.5|-115.173562127|36.1275120047
9743|Las Vegas|2.0|-115.1729418|36.1183949
9744|Las Vegas|3.0|-115.1430498|36.1408418
9745|Las Vegas|4.5|-115.159767151|36.1147384644
9746|Las Vegas|3.5|-115.146372|36.124423
9747|Las Vegas|3.5|-115.1548135|36.1241756
9748|Las Vegas|5.0|-115.17699|36.1118499
9749|Las Vegas|3.0|-115.146372|36.124423
9750|Las Vegas|3.0|-115.173583|36.1088082
9751|Las Vegas|3.5|-115.1599789|36.1136101
9752|Las Vegas|3.0|-115.1711298|36.128561
9753|Las Vegas|3.5|-115.1745163|36.1304388
9754|Las Vegas|1.0|-115.146372|36.124423
9755|Las Vegas|3.5|-115.158527|36.11963
9756|Las Vegas|3.5|-115.171675|36.1213977
9757|Las Vegas|3.5|-115.1729418|36.1183949
9758|Las Vegas|2.5|-115.1517391|36.1109964
9759|Las Vegas|2.0|-115.1403874|36.1297663
9760|Las Vegas|4.0|-115.146372|36.124423
9761|Las Vegas|2.0|-115.1551438|36.0571041
9762|Las Vegas|4.5|-115.1599789|36.1136101
9763|Las Vegas|4.0|-115.174189276|36.1104848412
9764|Las Vegas|1.5|-115.1511364|36.0849963
9765|Las Vegas|4.0|-115.149411|36.0858828
9766|Las Vegas|3.5|-115.2796345|36.0596518
9767|Las Vegas|3.5|-115.255162|36.066304
9768|Las Vegas|4.5|-115.247226|36.080654
9769|Las Vegas|4.0|-115.254823|36.097035
9770|Las Vegas|4.5|-115.244782|36.085623
9771|Las Vegas|4.5|-115.279883|36.099032
9772|Las Vegas|5.0|-115.265032|36.041949
9773|Las Vegas|3.5|-115.06171|36.192963
9774|Las Vegas|4.0|-115.0772133|36.1960913
9775|Las Vegas|4.0|-115.063346|36.195104
9776|Las Vegas|4.5|-115.098023|36.200106
9777|Las Vegas|3.5|-115.0614025|36.2380209
9778|Las Vegas|1.5|-115.060063|36.239137
9779|Las Vegas|5.0|-115.0199218|36.2790233
9780|Las Vegas|4.5|-115.011234283|36.2716805935
9781|Las Vegas|2.5|-115.074943|36.246339
9782|Las Vegas|3.5|-115.0982604|36.2161071
9783|Las Vegas|4.0|-115.026155|36.2788929
9784|Las Vegas|4.0|-115.095275|36.2171639
9785|Las Vegas|3.0|-115.083066|36.222222
9786|Las Vegas|2.0|-115.07749|36.248849
9787|Las Vegas|2.5|-115.0969183|36.2157057
9788|Las Vegas|2.0|-115.094825|36.217297
9789|Las Vegas|4.0|-115.0115494|36.2698542
9790|Las Vegas|3.5|-115.0622702|36.1909791
9791|Las Vegas|4.5|-115.093035|36.218985
9792|Las Vegas|2.5|-115.053995|36.241805
9793|Las Vegas|3.0|-115.062334|36.2401554
9794|Las Vegas|2.0|-115.060063|36.239137
9795|Las Vegas|5.0|-115.0801697|36.2414625
9796|Las Vegas|2.0|-115.1620596|36.0688628
9797|Las Vegas|2.0|-115.0776341|36.2133744
9798|Las Vegas|3.5|-115.2804847|36.1439202
9799|Las Vegas|4.0|-115.300685656|36.1468380017
9800|Las Vegas|4.0|-115.2428638|36.2182869
9801|Las Vegas|4.0|-115.2492818|36.1596754
9802|Las Vegas|3.0|-115.302263|36.158299
9803|Las Vegas|3.5|-115.2703|36.143303
9804|Las Vegas|4.5|-115.2646176|36.1434004
9805|Las Vegas|5.0|-115.2512234|36.1591097
9806|Las Vegas|2.5|-115.3046051|36.1587554
9807|Las Vegas|5.0|-115.270797|36.1424072
9808|Las Vegas|2.0|-115.2411254|36.0911209
9809|Las Vegas|4.0|-115.296925516|36.1440471638
9810|Las Vegas|2.5|-115.2978131|36.1294435
9811|Las Vegas|3.5|-115.2635704|36.1436337
9812|Las Vegas|3.5|-115.2991358|36.1445054
9813|Las Vegas|4.0|-115.2760923|36.1439132
9814|Las Vegas|3.5|-115.279582|36.128563
9815|Las Vegas|1.0|-115.2747083|36.1445861
9816|Las Vegas|3.5|-115.296167|36.1433849
9817|Las Vegas|3.5|-115.289365277|36.1589153856
9818|Las Vegas|4.0|-115.288114662|36.1579701982
9819|Las Vegas|3.5|-115.275665283|36.1579437256
9820|Las Vegas|4.0|-115.281648|36.143572
9821|Las Vegas|3.5|-115.274722|36.129869
9822|Las Vegas|4.5|-115.2878484|36.1613371
9823|Las Vegas|2.0|-115.288746357|36.1577574793
9824|Las Vegas|4.0|-115.303198|36.145522
9825|Las Vegas|4.0|-115.2959684|36.1439009
9826|Las Vegas|4.0|-115.2789801|36.1361132
9827|Las Vegas|3.0|-115.290741082|36.1584393289
9828|Las Vegas|2.0|-115.2730368|36.144791
9829|Las Vegas|3.5|-115.2484066|36.1241849
9830|Las Vegas|2.0|-115.308596|36.143468
9831|Las Vegas|2.5|-115.2940705|36.1438241
9832|Las Vegas|4.0|-115.2894069|36.1309578
9833|Las Vegas|4.5|-115.272474|36.158726
9834|Las Vegas|2.5|-115.296444|36.1304118
9835|Las Vegas|3.5|-115.2978977|36.14726
9836|Las Vegas|5.0|-115.2924779|36.1431546
9837|Las Vegas|4.0|-115.2628382|36.1573245
9838|Las Vegas|4.0|-115.2844569|36.1386
9839|Las Vegas|3.5|-115.2715883|36.1586626
9840|Las Vegas|3.0|-115.2854666|36.1603882
9841|Las Vegas|3.5|-115.2632504|36.14364
9842|Las Vegas|3.0|-115.269105|36.144399
9843|Las Vegas|3.0|-115.3046465|36.143957
9844|Las Vegas|4.0|-115.2835788|36.1392354
9845|Las Vegas|3.5|-115.2602675|36.1439108
9846|Las Vegas|4.0|-115.2858514|36.1594744
9847|Las Vegas|3.5|-115.261466|36.14412
9848|Las Vegas|5.0|-115.2881208|36.1426709
9849|Las Vegas|2.5|-115.2976515|36.1455742
9850|Las Vegas|4.5|-115.2782114|36.1596485
9851|Las Vegas|4.0|-115.276111|36.142103
9852|Las Vegas|5.0|-115.303341|36.154021
9853|Las Vegas|2.5|-115.269055|36.1437795
9854|Las Vegas|3.5|-115.279608|36.125528
9855|Las Vegas|2.5|-115.2717414|36.1592172
9856|Las Vegas|4.0|-115.2877396|36.1577809
9857|Henderson|4.5|-115.0467685|36.0429363
9858|Las Vegas|4.0|-115.2599929|36.143762
9859|Las Vegas|4.5|-115.2898814|36.158604
9860|Las Vegas|3.5|-115.284115|36.138984
9861|Las Vegas|4.0|-115.279203|36.1423419
9862|Las Vegas|2.0|-115.254989|36.142821
9863|Las Vegas|3.5|-115.2669732|36.1446518
9864|Las Vegas|3.5|-115.279609|36.115014
9865|Las Vegas|5.0|-115.2930358|36.1443636
9866|Las Vegas|2.0|-115.2972953|36.144144
9867|Las Vegas|3.5|-115.2627935|36.1586571
9868|Las Vegas|4.0|-115.2590011|36.1434361
9869|Las Vegas|3.5|-115.2700332|36.1437557
9870|Las Vegas|3.0|-115.2918681|36.1576804
9871|Las Vegas|4.5|-115.297514|36.0849606
9872|Las Vegas|3.0|-115.3008423|36.1444204
9873|Las Vegas|4.0|-115.2687233|36.1436234
9874|Las Vegas|4.0|-115.2692867|36.1427696
9875|Las Vegas|5.0|-115.2457013|36.1589614
9876|Las Vegas|3.5|-115.2960155|36.1438104
9877|Las Vegas|4.0|-115.2636482|36.1452234
9878|Las Vegas|4.0|-115.27031|36.159935
9879|Las Vegas|3.0|-115.305366|36.145411
9880|Las Vegas|3.0|-115.270792|36.143312
9881|Las Vegas|3.5|-115.264265|36.158668
9882|Las Vegas|4.5|-115.285371|36.1492216
9883|Las Vegas|5.0|-115.350056|36.1600724
9884|Las Vegas|4.5|-115.187217034|36.1151471333
9885|Las Vegas|4.0|-115.2774056|36.1441485
9886|Las Vegas|4.0|-115.251164|36.159444
9887|Las Vegas|4.0|-115.27977705|36.1426128547
9888|Las Vegas|4.0|-115.2810173|36.143993
9889|Las Vegas|3.5|-115.2504727|36.1590303
9890|Las Vegas|4.0|-115.2923953|36.1443443
9891|Las Vegas|4.0|-115.284254123|36.1384195034
9892|Las Vegas|2.5|-115.246776|36.143471
9893|Las Vegas|3.0|-115.2573931|36.1434164
9894|Las Vegas|5.0|-115.260469|36.142897
9895|Las Vegas|5.0|-115.267058|36.142666
9896|Las Vegas|3.5|-115.249985|36.125019
9897|Las Vegas|2.5|-115.301857|36.1456378
9898|Las Vegas|4.0|-115.2891857|36.1608311
9899|Las Vegas|4.0|-115.1729681|36.159205
9900|Nellis Air Force Base|3.0|-115.0470697|36.2373403
9901|Las Vegas|4.5|-115.2692912|36.1594987
9902|Las Vegas|4.0|-115.2757054|36.1445189
9903|Las Vegas|4.0|-115.2980149|36.1466899
9904|Las Vegas|3.5|-115.308384|36.158424
9905|Las Vegas|4.5|-115.255149841|36.1443443298
9906|Las Vegas|2.5|-115.298961|36.144951
9907|Las Vegas|3.5|-115.2975136|36.0980074
9908|Las Vegas|3.5|-115.289127|36.158035
9909|Las Vegas|3.5|-115.2982081|36.1457488
9910|Las Vegas|3.5|-115.273936|36.144668
9911|Las Vegas|2.0|-115.302263|36.158299
9912|Las Vegas|4.0|-115.2991358|36.1445054
9913|Las Vegas|3.0|-115.2792419|36.1439982
9914|Las Vegas|4.0|-115.2670456|36.1433592
9915|Las Vegas|3.5|-115.2823885|36.1586161
9916|Las Vegas|4.0|-115.298961|36.144951
9917|Las Vegas|4.5|-115.25354|36.1433
9918|Las Vegas|4.0|-115.256049|36.143412
9919|Las Vegas|5.0|-115.276078|36.1439128
9920|Las Vegas|2.5|-115.3114728|36.1589122
9921|Las Vegas|4.0|-115.259982502|36.1431464471
9922|Las Vegas|3.5|-115.2650068|36.143993
9923|Las Vegas|4.0|-115.2851944|36.1585173
9924|Las Vegas|4.0|-115.301857|36.1456378
9925|Las Vegas|3.5|-115.275326|36.1439689
9926|Las Vegas|2.5|-115.2794369|36.1274488
9927|Las Vegas|4.5|-115.2980948|36.1471295
9928|Las Vegas|5.0|-115.2801184|36.1265053
9929|Las Vegas|3.0|-115.3147654|36.1273513
9930|Las Vegas|5.0|-115.301818|36.1449499
9931|Las Vegas|3.0|-115.2686299|36.1435051
9932|Las Vegas|2.0|-115.3018965|36.1449085
9933|Las Vegas|4.5|-115.269055|36.1437795
9934|Las Vegas|3.5|-115.278969|36.159901
9935|Las Vegas|1.5|-115.243342|36.137113
9936|Las Vegas|3.0|-115.246394|36.125183
9937|Las Vegas|4.0|-115.2536257|36.1430817
9938|Las Vegas|5.0|-115.294449|36.143108
9939|Las Vegas|4.5|-115.2577829|36.1441486
9940|Las Vegas|4.5|-115.2538183|36.1437663
9941|Las Vegas|4.0|-115.2789626|36.1281441
9942|Las Vegas|3.5|-115.2875418|36.1595648
9943|Las Vegas|3.0|-115.290344|36.159496
9944|Las Vegas|3.0|-115.31363|36.1573134
9945|Las Vegas|4.0|-115.302263|36.158299
9946|Las Vegas|3.5|-115.288165375|36.1611787766
9947|Las Vegas|4.5|-115.2887834|36.1601058
9948|Las Vegas|4.0|-115.2855793|36.1611928
9949|Las Vegas|3.0|-115.3119112|36.1578013
9950|Las Vegas|4.0|-115.3088008|36.1589184
9951|Las Vegas|4.0|-115.255477|36.1586474
9952|Las Vegas|4.5|-115.271313|36.144502
9953|Las Vegas|4.0|-115.2865643|36.1591265
9954|Las Vegas|4.0|-115.3121668|36.1577677
9955|Las Vegas|3.5|-115.2864495|36.1595644
9956|Las Vegas|4.0|-115.2896481|36.1595332
9957|Las Vegas|2.0|-115.2865643|36.1591265
9958|Las Vegas|3.0|-115.287454|36.159541
9959|Las Vegas|2.5|-115.2923366|36.1584097
9960|Las Vegas|4.0|-115.287704761|36.1595435193
9961|Las Vegas|3.5|-115.140085937|36.0931006164
9962|Las Vegas|4.0|-115.162891043|36.0708262285
9963|Las Vegas|4.0|-115.134277344|36.1003494263
9964|Las Vegas|3.5|-115.1586173|36.0572757
9965|Las Vegas|3.5|-115.1226908|36.0576948
9966|Las Vegas|3.0|-115.119423|36.059631
9967|Las Vegas|3.5|-115.119423|36.059631
9968|Las Vegas|3.5|-115.158149|36.057578
9969|Las Vegas|3.5|-115.127809|36.0797665
9970|Las Vegas|4.5|-115.149511|36.083303
9971|Las Vegas|2.0|-115.1502874|36.0966142
9972|Las Vegas|2.5|-115.1592718|36.0802868
9973|Las Vegas|3.5|-115.138026|36.089494
9974|Las Vegas|4.0|-115.127262|36.1000159
9975|Las Vegas|5.0|-115.1889467|36.0774591
9976|Las Vegas|3.0|-115.1234868|36.0578552
9977|Las Vegas|3.5|-115.11839591|36.0577894002
9978|Las Vegas|1.5|-115.1592718|36.0802868
9979|Las Vegas|4.0|-115.1287195|36.0568121
9980|Las Vegas|3.5|-115.120336|36.06828
9981|Las Vegas|4.5|-115.128906|36.057248
9982|Las Vegas|4.5|-115.175826|36.057477
9983|Las Vegas|3.5|-115.12006|36.071074
9984|Las Vegas|3.0|-115.126996|36.056944
9985|Las Vegas|5.0|-115.154405|36.0582879
9986|Las Vegas|3.5|-115.1373615|36.1084263
9987|Las Vegas|3.5|-115.1378273|36.116132
9988|Las Vegas|2.5|-115.1379054|36.113838
9989|Las Vegas|3.5|-115.1379374|36.1171436
9990|Las Vegas|3.5|-115.1176587|36.0806934
9991|Las Vegas|4.5|-115.1062408|36.0567199
9992|Henderson|3.5|-115.097033|36.006677
9993|Las Vegas|3.5|-115.137064488|36.1070796309
9994|Las Vegas|3.0|-115.120364|36.057462
9995|Las Vegas|3.5|-115.175791503|36.0822455877
9996|Las Vegas|3.0|-115.117859|36.1022986
9997|Las Vegas|4.5|-115.1179154|36.0993008
9998|Las Vegas|1.5|-115.11854|36.103246
9999|Las Vegas|3.0|-115.118501|36.101456
10000|Las Vegas|2.0|-115.173216|36.0948217
10001|Las Vegas|4.0|-115.136192|36.099142
10002|Las Vegas|3.5|-115.175922|36.095424
10003|Las Vegas|2.0|-115.2083159|36.0809256
10004|Las Vegas|4.0|-115.17348|36.074457
10005|Las Vegas|3.0|-115.130239|36.071753
10006|Las Vegas|4.0|-115.1494487|36.0574506
10007|Las Vegas|3.0|-115.1229641|36.1004775
10008|Las Vegas|4.0|-115.174093|36.091267
10009|Las Vegas|4.0|-115.13763|36.1024671
10010|Las Vegas|4.5|-115.1497024|36.1151798
10011|Las Vegas|4.0|-115.135005833|36.1154995461
10012|Las Vegas|2.5|-115.13487|36.122106
10013|Las Vegas|3.5|-115.132803|36.114031
10014|Las Vegas|3.5|-115.1355152|36.1146707
10015|Las Vegas|4.5|-115.1190566|36.1061956
10016|Las Vegas|3.0|-115.1216788|36.1144864
10017|Las Vegas|3.5|-115.1378156|36.1182271
10018|Las Vegas|3.5|-115.1204951|36.114311
10019|Las Vegas|4.0|-115.13823|36.1135943
10020|Las Vegas|2.5|-115.13825|36.114185
10021|Las Vegas|2.5|-115.1408251|36.1145183
10022|Las Vegas|4.5|-115.1378545|36.1134949
10023|Las Vegas|3.5|-115.135068|36.11543
10024|Las Vegas|3.0|-115.1366298|36.1168577
10025|Las Vegas|3.0|-115.1280709|36.1150801
10026|Las Vegas|3.5|-115.178188873|36.0673409523
10027|Las Vegas|4.0|-115.138348|36.117883
10028|Las Vegas|5.0|-115.1494528|36.112728
10029|Las Vegas|2.5|-115.1370252|36.1198244
10030|Las Vegas|2.5|-115.135887146|36.1153755188
10031|Las Vegas|3.0|-115.1467108|36.1148821
10032|Las Vegas|3.5|-115.1233764|36.1117509
10033|Las Vegas|3.0|-115.1377715|36.113354
10034|Las Vegas|4.5|-115.1410465|36.1146847
10035|Las Vegas|2.5|-115.138061|36.119493
10036|Las Vegas|4.0|-115.1373608|36.1195309
10037|Las Vegas|5.0|-115.279987081|36.0996275499
10038|Las Vegas|3.5|-115.132238|36.113633
10039|Las Vegas|5.0|-115.119519|36.108399
10040|Las Vegas|3.5|-115.137856134|36.1200004708
10041|Las Vegas|3.5|-115.136431|36.108111
10042|Las Vegas|2.0|-115.146429|36.100642
10043|Las Vegas|3.5|-115.1377755|36.1134059
10044|Las Vegas|4.5|-115.120161|36.11511
10045|Las Vegas|3.5|-115.1269965|36.1001186
10046|Las Vegas|3.5|-115.1374328|36.1015578
10047|Las Vegas|5.0|-115.1394778|36.1034382
10048|Las Vegas|3.0|-115.130917|36.101446
10049|Las Vegas|3.0|-115.1356637|36.1038419
10050|Las Vegas|5.0|-115.1269689|36.1001961
10051|Las Vegas|2.5|-115.134754|36.100279
10052|Las Vegas|3.5|-115.13618|36.105159
10053|Las Vegas|5.0|-115.1328331|36.0989269
10054|Las Vegas|3.5|-115.1190599|36.0944983
10055|Las Vegas|5.0|-115.1370379|36.1138571
10056|Las Vegas|3.5|-115.1189757|36.0988596
10057|Las Vegas|3.5|-115.119885|36.099564
10058|Las Vegas|4.0|-115.151261|36.108898
10059|Las Vegas|5.0|-115.1392265|36.1009393
10060|Las Vegas|2.5|-115.1181096|36.0783826
10061|Las Vegas|3.0|-115.136795|36.0987077
10062|Las Vegas|4.5|-115.1198639|36.0979449
10063|Las Vegas|3.5|-115.1727944|36.102445
10064|Las Vegas|2.5|-115.13618|36.105159
10065|Las Vegas|4.5|-115.1229484|36.1004901
10066|Las Vegas|5.0|-115.137232|36.1069496
10067|Las Vegas|4.0|-115.128565|36.099959
10068|Las Vegas|2.5|-115.137082512|36.1205398836
10069|Las Vegas|3.0|-115.135682923|36.1214438651
10070|Las Vegas|5.0|-115.172133|36.079955
10071|Las Vegas|4.0|-115.1372406|36.1068493
10072|Las Vegas|4.0|-115.1265829|36.100414
10073|Las Vegas|1.5|-115.1726531|36.0915654
10074|Las Vegas|4.0|-115.1725485|36.091096
10075|Las Vegas|2.5|-115.15018411|36.0962884873
10076|Las Vegas|4.0|-115.1340369|36.1008286
10077|Las Vegas|3.5|-115.120376|36.101357
10078|Las Vegas|4.5|-115.120338|36.09949
10079|Las Vegas|2.5|-115.138026|36.089494
10080|Las Vegas|3.5|-115.135043|36.100539
10081|Las Vegas|4.0|-115.134574|36.101467
10082|Las Vegas|3.0|-115.138749|36.1007863
10083|Las Vegas|4.5|-115.137233|36.1066796
10084|Las Vegas|2.5|-115.171351|36.083086
10085|Las Vegas|3.0|-115.171897|36.090535
10086|Las Vegas|3.5|-115.176785107|36.0919251344
10087|Las Vegas|3.0|-115.1365212|36.1011671
10088|Las Vegas|3.0|-115.1369385|36.1139123
10089|Las Vegas|2.5|-115.1410747|36.1164875
10090|Las Vegas|3.0|-115.1369483|36.1164395
10091|Las Vegas|1.5|-115.1216408|36.107502
10092|Las Vegas|4.5|-115.2936023|36.1430791
10093|Las Vegas|3.0|-115.150433|36.105934
10094|Las Vegas|4.5|-115.138174|36.118996
10095|Las Vegas|3.5|-115.135646|36.114303
10096|Las Vegas|5.0|-115.1215111|36.1013517
10097|Las Vegas|4.0|-115.128565|36.099959
10098|Las Vegas|4.0|-115.125135|36.100336
10099|Las Vegas|3.0|-115.1302357|36.0681504
10100|Las Vegas|4.0|-115.136178|36.1051599
10101|Las Vegas|4.0|-115.1176587|36.0806934
10102|Las Vegas|3.0|-115.146826|36.098446
10103|Las Vegas|3.5|-115.1370379|36.1138571
10104|Las Vegas|3.5|-115.138061|36.119493
10105|Las Vegas|3.5|-115.137264|36.117222
10106|Las Vegas|3.0|-115.1372536|36.1034205
10107|Las Vegas|1.0|-115.1361587|36.0966952
10108|Las Vegas|1.5|-115.136537|36.099931
10109|Las Vegas|4.5|-115.1175528|36.073179
10110|Las Vegas|3.0|-115.1486543|36.0998313
10111|Las Vegas|5.0|-115.136178|36.1051599
10112|Las Vegas|4.0|-115.1175528|36.073179
10113|Las Vegas|4.0|-115.13605|36.102784
10114|Las Vegas|2.5|-115.138671875|36.1002006531
10115|Las Vegas|4.5|-115.1416111|36.1056011
10116|Las Vegas|3.0|-115.135068|36.11543
10117|Las Vegas|4.5|-115.135068|36.11543
10118|Las Vegas|1.5|-115.141337|36.1150644
10119|Las Vegas|2.5|-115.12614|36.070412
10120|Las Vegas|4.5|-115.175499|36.083212
10121|Las Vegas|3.5|-115.1287325|36.1125391
10122|Las Vegas|1.5|-115.13276|36.115612
10123|Las Vegas|3.0|-115.136686|36.1048339
10124|Las Vegas|1.5|-115.149813|36.103477
10125|Las Vegas|4.5|-115.169752|36.0967472
10126|Las Vegas|3.0|-115.1248796|36.1147381
10127|Las Vegas|4.0|-115.136639|36.114859
10128|Las Vegas|4.5|-115.137459|36.12096
10129|Las Vegas|4.0|-115.136879|36.117891
10130|Las Vegas|4.0|-115.147404671|36.1148754728
10131|Las Vegas|3.5|-115.125135|36.100336
10132|Las Vegas|3.5|-115.1372233|36.1041767
10133|Las Vegas|3.5|-115.169846|36.06876
10134|Las Vegas|5.0|-115.121181|36.071257
10135|Las Vegas|1.5|-115.1502673|36.0935575
10136|Las Vegas|3.5|-115.118751526|36.0589523315
10137|Las Vegas|5.0|-115.1190641|36.1063614
10138|Las Vegas|3.5|-115.123979|36.0573222
10139|Las Vegas|4.0|-115.1371345|36.1061753
10140|Las Vegas|4.0|-115.144844|36.058477
10141|Las Vegas|4.0|-115.114898|36.142401
10142|Las Vegas|3.0|-115.1083313|36.0982655
10143|Las Vegas|3.0|-115.112322|36.128775
10144|Las Vegas|4.5|-115.103363|36.130176
10145|Las Vegas|3.0|-115.111914|36.115777
10146|Las Vegas|4.0|-115.067036|36.137371
10147|Las Vegas|3.0|-115.0806632|36.1435051
10148|Las Vegas|3.5|-115.0946089|36.1394497
10149|Las Vegas|3.0|-115.0881146|36.1165487
10150|Las Vegas|4.0|-115.084643883|36.1334715809
10151|Las Vegas|4.0|-115.0877635|36.1337393
10152|Henderson|4.5|-115.032531|36.0233665
10153|Las Vegas|3.0|-115.105821|36.0998234
10154|Las Vegas|4.0|-115.1002724|36.1151544
10155|Las Vegas|4.0|-115.1116708|36.1003826
10156|Las Vegas|4.0|-115.1091527|36.0999386
10157|Las Vegas|1.0|-115.0999935|36.0993723
10158|Las Vegas|3.0|-115.10385|36.100444
10159|Las Vegas|2.5|-115.102953|36.116765
10160|Las Vegas|4.0|-115.092335567|36.1153938621
10161|Las Vegas|4.0|-115.0709505|36.1149304
10162|Las Vegas|3.0|-115.078419|36.123849
10163|Las Vegas|3.5|-115.0887593|36.115268
10164|Las Vegas|3.0|-115.0796262|36.1003418
10165|Las Vegas|2.5|-115.093145|36.100634
10166|Las Vegas|4.5|-115.1130701|36.0994716
10167|Las Vegas|4.5|-115.136389|36.175
10168|Las Vegas|3.5|-115.0938316|36.1153585
10169|Las Vegas|3.0|-115.082407|36.130324
10170|Las Vegas|4.5|-115.0918871|36.1143211
10171|Las Vegas|3.0|-115.2976326|36.1158704
10172|Las Vegas|3.5|-115.099806|36.1137594
10173|Las Vegas|3.0|-115.077633|36.123142
10174|Las Vegas|4.5|-115.0752809|36.0999886
10175|Las Vegas|4.5|-115.089477539|36.1223716736
10176|Las Vegas|3.5|-115.1185874|36.1005035
10177|Las Vegas|4.0|-115.118646|36.0997879
10178|Las Vegas|4.0|-115.06585747|36.1288283437
10179|Las Vegas|2.0|-115.113908|36.099264
10180|Las Vegas|4.0|-115.09094|36.114002
10181|Henderson|3.5|-115.053392|36.064174
10182|Las Vegas|2.0|-115.099007|36.108101
10183|Las Vegas|4.5|-115.2790097|36.1175919
10184|Las Vegas|4.0|-115.10146|36.116349
10185|Las Vegas|2.0|-115.092872|36.114826
10186|Las Vegas|3.0|-115.0656221|36.1005561
10187|Las Vegas|4.0|-115.1023244|36.1001887
10188|Las Vegas|3.5|-115.102022|36.100386
10189|Las Vegas|4.0|-115.071252|36.115313
10190|Las Vegas|4.0|-115.0903215|36.1164059
10191|Las Vegas|3.5|-115.072814|36.099867
10192|Las Vegas|4.0|-115.073455|36.119771
10193|Las Vegas|4.0|-115.0935983|36.1155353
10194|Las Vegas|3.0|-115.066886|36.114249
10195|Las Vegas|4.5|-115.090593|36.129968
10196|Las Vegas|3.5|-115.093582153|36.1300048828
10197|Las Vegas|5.0|-115.1150604|36.1005504
10198|Las Vegas|4.5|-115.092867|36.100596
10199|Las Vegas|2.0|-115.078908|36.12878
10200|Las Vegas|2.5|-115.117212|36.100235
